2026-04-14T19:02:33.142000000+0400	10.10.2.15	91.234.99.107	49891,443	49891	443	
2026-04-14T19:02:33.317000000+0400	91.234.99.107	10.10.2.15	443,49891	443	49891	
2026-04-14T19:02:33.319000000+0400	10.10.2.15	91.234.99.107	49891,443	49891	443	
2026-04-14T19:02:33.321000000+0400	10.10.2.15	91.234.99.107	49891,443	49891	443	meddefense-portal.com
2026-04-14T19:02:33.341000000+0400	91.234.99.107	10.10.2.15	443,49891	443	49891	
2026-04-14T19:02:58.841000000+0400	10.10.2.15	91.234.99.107	49891,443	49891	443	
2026-04-14T19:02:58.861000000+0400	91.234.99.107	10.10.2.15	443,49891	443	49891	
2026-04-14T19:02:58.871000000+0400	10.10.2.15	91.234.99.107	49891,443	49891	443	
2026-04-14T19:02:59.021000000+0400	91.234.99.107	10.10.2.15	443,49891	443	49891	
2026-04-14T19:02:59.023000000+0400	10.10.2.15	91.234.99.107	49891,443	49891	443	
2026-04-15T06:00:12.000000000+0400	10.10.2.15	91.234.99.107	50000,443	50000	443	
2026-04-15T06:00:12.175000000+0400	91.234.99.107	10.10.2.15	443,50000	443	50000	
2026-04-15T06:00:12.177000000+0400	10.10.2.15	91.234.99.107	50000,443	50000	443	
2026-04-15T06:00:12.179000000+0400	10.10.2.15	91.234.99.107	50000,443	50000	443	meddefense-portal.com
2026-04-15T06:00:12.199000000+0400	91.234.99.107	10.10.2.15	443,50000	443	50000	
2026-04-15T06:00:12.219000000+0400	10.10.2.15	91.234.99.107	50000,443	50000	443	
2026-04-15T06:00:12.249000000+0400	91.234.99.107	10.10.2.15	443,50000	443	50000	
2026-04-15T06:00:12.259000000+0400	10.10.2.15	91.234.99.107	50000,443	50000	443	
2026-04-15T06:00:12.409000000+0400	91.234.99.107	10.10.2.15	443,50000	443	50000	
2026-04-15T06:00:12.411000000+0400	10.10.2.15	91.234.99.107	50000,443	50000	443	
2026-04-15T06:05:12.000000000+0400	10.10.2.15	91.234.99.107	50001,443	50001	443	
2026-04-15T06:05:12.175000000+0400	91.234.99.107	10.10.2.15	443,50001	443	50001	
2026-04-15T06:05:12.177000000+0400	10.10.2.15	91.234.99.107	50001,443	50001	443	
2026-04-15T06:05:12.179000000+0400	10.10.2.15	91.234.99.107	50001,443	50001	443	meddefense-portal.com
2026-04-15T06:05:12.199000000+0400	91.234.99.107	10.10.2.15	443,50001	443	50001	
2026-04-15T06:05:12.219000000+0400	10.10.2.15	91.234.99.107	50001,443	50001	443	
2026-04-15T06:05:12.249000000+0400	91.234.99.107	10.10.2.15	443,50001	443	50001	
2026-04-15T06:05:12.259000000+0400	10.10.2.15	91.234.99.107	50001,443	50001	443	
2026-04-15T06:05:12.409000000+0400	91.234.99.107	10.10.2.15	443,50001	443	50001	
2026-04-15T06:05:12.411000000+0400	10.10.2.15	91.234.99.107	50001,443	50001	443	
2026-04-15T06:10:12.000000000+0400	10.10.2.15	91.234.99.107	50002,443	50002	443	
2026-04-15T06:10:12.175000000+0400	91.234.99.107	10.10.2.15	443,50002	443	50002	
2026-04-15T06:10:12.177000000+0400	10.10.2.15	91.234.99.107	50002,443	50002	443	
2026-04-15T06:10:12.179000000+0400	10.10.2.15	91.234.99.107	50002,443	50002	443	meddefense-portal.com
2026-04-15T06:10:12.199000000+0400	91.234.99.107	10.10.2.15	443,50002	443	50002	
2026-04-15T06:10:12.219000000+0400	10.10.2.15	91.234.99.107	50002,443	50002	443	
2026-04-15T06:10:12.249000000+0400	91.234.99.107	10.10.2.15	443,50002	443	50002	
2026-04-15T06:10:12.259000000+0400	10.10.2.15	91.234.99.107	50002,443	50002	443	
2026-04-15T06:10:12.409000000+0400	91.234.99.107	10.10.2.15	443,50002	443	50002	
2026-04-15T06:10:12.411000000+0400	10.10.2.15	91.234.99.107	50002,443	50002	443	
2026-04-15T06:15:12.000000000+0400	10.10.2.15	91.234.99.107	50003,443	50003	443	
2026-04-15T06:15:12.175000000+0400	91.234.99.107	10.10.2.15	443,50003	443	50003	
2026-04-15T06:15:12.177000000+0400	10.10.2.15	91.234.99.107	50003,443	50003	443	
2026-04-15T06:15:12.179000000+0400	10.10.2.15	91.234.99.107	50003,443	50003	443	meddefense-portal.com
2026-04-15T06:15:12.199000000+0400	91.234.99.107	10.10.2.15	443,50003	443	50003	
2026-04-15T06:15:12.219000000+0400	10.10.2.15	91.234.99.107	50003,443	50003	443	
2026-04-15T06:15:12.249000000+0400	91.234.99.107	10.10.2.15	443,50003	443	50003	
2026-04-15T06:15:12.259000000+0400	10.10.2.15	91.234.99.107	50003,443	50003	443	
2026-04-15T06:15:12.409000000+0400	91.234.99.107	10.10.2.15	443,50003	443	50003	
2026-04-15T06:15:12.411000000+0400	10.10.2.15	91.234.99.107	50003,443	50003	443	
2026-04-15T17:45:22.000000000+0400	154.118.42.89	10.10.0.1	49872,443	49872	443	
2026-04-15T17:45:22.175000000+0400	10.10.0.1	154.118.42.89	443,49872	443	49872	
2026-04-15T17:45:22.177000000+0400	154.118.42.89	10.10.0.1	49872,443	49872	443	
2026-04-15T17:45:22.179000000+0400	154.118.42.89	10.10.0.1	49872,443	49872	443	vpn.meddefense.com
2026-04-15T17:45:22.199000000+0400	10.10.0.1	154.118.42.89	443,49872	443	49872	
2026-04-15T17:45:23.399000000+0400	154.118.42.89	10.10.0.1	49872,443	49872	443	
2026-04-15T17:45:23.499000000+0400	10.10.0.1	154.118.42.89	443,49872	443	49872	
2026-04-15T17:46:05.044083000+0400	154.118.42.89	10.10.0.1	49872,443	49872	443	
2026-04-15T17:46:05.144083000+0400	10.10.0.1	154.118.42.89	443,49872	443	49872	
2026-04-15T17:47:07.310547000+0400	154.118.42.89	10.10.0.1	49872,443	49872	443	
2026-04-15T17:47:07.410547000+0400	10.10.0.1	154.118.42.89	443,49872	443	49872	
2026-04-15T17:48:00.688161000+0400	154.118.42.89	10.10.0.1	49872,443	49872	443	
2026-04-15T17:48:00.788161000+0400	10.10.0.1	154.118.42.89	443,49872	443	49872	
2026-04-15T17:48:55.130903000+0400	154.118.42.89	10.10.0.1	49872,443	49872	443	
2026-04-15T17:48:55.230903000+0400	10.10.0.1	154.118.42.89	443,49872	443	49872	
2026-04-15T17:50:17.749392000+0400	154.118.42.89	10.10.0.1	49872,443	49872	443	
2026-04-15T17:50:17.849392000+0400	10.10.0.1	154.118.42.89	443,49872	443	49872	
2026-04-15T17:51:18.966089000+0400	154.118.42.89	10.10.0.1	49872,443	49872	443	
2026-04-15T17:51:19.066089000+0400	10.10.0.1	154.118.42.89	443,49872	443	49872	
2026-04-15T17:51:33.877677000+0400	154.118.42.89	10.10.0.1	49872,443	49872	443	
2026-04-15T17:51:33.977677000+0400	10.10.0.1	154.118.42.89	443,49872	443	49872	
2026-04-15T17:52:54.571636000+0400	154.118.42.89	10.10.0.1	49872,443	49872	443	
2026-04-15T17:52:54.671636000+0400	10.10.0.1	154.118.42.89	443,49872	443	49872	
2026-04-15T17:54:01.921202000+0400	154.118.42.89	10.10.0.1	49872,443	49872	443	
2026-04-15T17:54:02.021202000+0400	10.10.0.1	154.118.42.89	443,49872	443	49872	
2026-04-15T17:55:05.354893000+0400	154.118.42.89	10.10.0.1	49872,443	49872	443	
2026-04-15T17:55:05.454893000+0400	10.10.0.1	154.118.42.89	443,49872	443	49872	
2026-04-15T17:55:53.489194000+0400	154.118.42.89	10.10.0.1	49872,443	49872	443	
2026-04-15T17:55:53.589194000+0400	10.10.0.1	154.118.42.89	443,49872	443	49872	
2026-04-15T17:56:25.032421000+0400	154.118.42.89	10.10.0.1	49872,443	49872	443	
2026-04-15T17:56:25.132421000+0400	10.10.0.1	154.118.42.89	443,49872	443	49872	
2026-04-15T17:56:42.675641000+0400	154.118.42.89	10.10.0.1	49872,443	49872	443	
2026-04-15T17:56:42.775641000+0400	10.10.0.1	154.118.42.89	443,49872	443	49872	
2026-04-15T17:58:07.039963000+0400	154.118.42.89	10.10.0.1	49872,443	49872	443	
2026-04-15T17:58:07.139963000+0400	10.10.0.1	154.118.42.89	443,49872	443	49872	
2026-04-15T17:59:22.061357000+0400	154.118.42.89	10.10.0.1	49872,443	49872	443	
2026-04-15T17:59:22.161357000+0400	10.10.0.1	154.118.42.89	443,49872	443	49872	
2026-04-15T18:00:07.074230000+0400	154.118.42.89	10.10.0.1	49872,443	49872	443	
2026-04-15T18:00:07.174230000+0400	10.10.0.1	154.118.42.89	443,49872	443	49872	
2026-04-15T18:00:16.807195000+0400	154.118.42.89	10.10.0.1	49872,443	49872	443	
2026-04-15T18:00:16.907195000+0400	10.10.0.1	154.118.42.89	443,49872	443	49872	
2026-04-15T18:00:34.011157000+0400	154.118.42.89	10.10.0.1	49872,443	49872	443	
2026-04-15T18:00:34.111157000+0400	10.10.0.1	154.118.42.89	443,49872	443	49872	
2026-04-15T18:01:15.887696000+0400	154.118.42.89	10.10.0.1	49872,443	49872	443	
2026-04-15T18:01:15.987696000+0400	10.10.0.1	154.118.42.89	443,49872	443	49872	
2026-04-15T18:01:46.216002000+0400	154.118.42.89	10.10.0.1	49872,443	49872	443	
2026-04-15T18:01:46.316002000+0400	10.10.0.1	154.118.42.89	443,49872	443	49872	
2026-04-15T18:02:59.468712000+0400	154.118.42.89	10.10.0.1	49872,443	49872	443	
2026-04-15T18:02:59.568712000+0400	10.10.0.1	154.118.42.89	443,49872	443	49872	
2026-04-15T18:03:23.760864000+0400	154.118.42.89	10.10.0.1	49872,443	49872	443	
2026-04-15T18:03:23.860863000+0400	10.10.0.1	154.118.42.89	443,49872	443	49872	
2026-04-15T18:04:11.536856000+0400	154.118.42.89	10.10.0.1	49872,443	49872	443	
2026-04-15T18:04:11.636856000+0400	10.10.0.1	154.118.42.89	443,49872	443	49872	
2026-04-15T18:05:24.285671000+0400	154.118.42.89	10.10.0.1	49872,443	49872	443	
2026-04-15T18:05:24.385671000+0400	10.10.0.1	154.118.42.89	443,49872	443	49872	
2026-04-15T18:06:28.507166000+0400	154.118.42.89	10.10.0.1	49872,443	49872	443	
2026-04-15T18:06:28.607166000+0400	10.10.0.1	154.118.42.89	443,49872	443	49872	
2026-04-15T18:07:48.060455000+0400	154.118.42.89	10.10.0.1	49872,443	49872	443	
2026-04-15T18:07:48.160455000+0400	10.10.0.1	154.118.42.89	443,49872	443	49872	
2026-04-15T18:08:54.614114000+0400	154.118.42.89	10.10.0.1	49872,443	49872	443	
2026-04-15T18:08:54.714114000+0400	10.10.0.1	154.118.42.89	443,49872	443	49872	
2026-04-15T18:09:36.027600000+0400	154.118.42.89	10.10.0.1	49872,443	49872	443	
2026-04-15T18:09:36.127600000+0400	10.10.0.1	154.118.42.89	443,49872	443	49872	
2026-04-15T18:10:25.138145000+0400	154.118.42.89	10.10.0.1	49872,443	49872	443	
2026-04-15T18:10:25.238145000+0400	10.10.0.1	154.118.42.89	443,49872	443	49872	
2026-04-15T18:11:26.518030000+0400	154.118.42.89	10.10.0.1	49872,443	49872	443	
